z,M,n,lower,upper,d,dist_indices,year
2.37,46.25,1.4126535863932546,1.9728699462108947,0,0.3484917308724649,1,2014
2.79,10.25,-0.9170231037836177,2.0195409704413754,0,0.8714495913384219,1,2014
2.81,18.5,-0.004046817768159494,1.9925434951809322,0,0.6533117297402644,1,2014
2.06,15.75,-0.25286535076694255,1.9983405425207414,0,0.5190712095993387,1,2014
2.3,16,-0.22851641553761093,1.997729654317693,0,0.575,1,2014
2.23,42,1.2636197023045028,1.9741851911433224,0,0.34409647041546493,1,2014
2.26,9.25,-1.0757393021329231,2.026192463029109,0,0.7430834226202149,1,2014
2.28,11.75,-0.7058601956469653,2.0117405137297655,0,0.6651443612303991,1,2004
3.1,8.25,-1.2526320558359265,2.0345152974493383,0,1.0792814669253266,1,2004
2.52,23.25,0.34929603020590816,1.9858018143458231,0,0.5226236541441344,1,2013
2.19,24,0.39838350012046964,1.984984311522457,0,0.44703187805793004,1,2013
2.02,52.75,1.6159726498461708,1.9712706460485934,0,0.2781250698918918,1,2014
2.16,20.75,0.17341052437732385,1.9889597801751624,0,0.4741816031554623,1,2014
2.62,39.25,1.1589189111522267,1.9751891630765868,0,0.418197527461034,1,2013
2.43,40.5,1.207390762729947,1.9747157859237872,0,0.3818376618407357,1,2013
3.84,38,1.1088781216518868,1.9756939278152652,0,0.6229302571421281,1,2014
3.15,33.75,0.9254987668685202,1.9776922772392431,0,0.5422176684690384,1,2014
2.87,12,-0.6733089842442926,2.010634757624232,0,0.828497636287113,1,2014
3.34,31.25,0.8065073438523476,1.979124109423783,0,0.5974773635879438,1,2014
2.9,14.5,-0.38071711569635436,2.0017174841452356,0,0.7615773105863908,1,2014
2.12,17,-0.13478314590843288,1.9954689314298435,0,0.5141755250770259,1,2014
2.84,22.5,0.29859885121043966,1.9866745407037678,0,0.5987245703252131,1,2014
0.045,20.5,0.15466938058114524,1.9893185571365724,0,0.009938837346736187,5,2014
2.88,7.5,-1.3999935488124031,2.0422724563012378,0,1.051627310409919,1,2014
2.88,7.75,-1.3492963698169353,2.039513446396408,0,1.0345265396742234,1,2014
2.07,11.25,-0.7730936331543233,2.0141033888808466,0,0.6171547617899419,1,2014
2.33,24,0.39838350012046964,1.984984311522457,0,0.47560925839040047,1,2013
2.1,10,-0.9552009801057209,2.0210753903062733,0,0.6640783086353597,1,2013
5.45,21.75,0.24618279996172623,1.9876082815890703,0,1.1686026629731963,1,2004
2.6,17.5,-0.08996477792168699,1.994437111771186,0,0.6215188768538847,1,2004
3.4,62.5,1.878199828217109,1.9694983934211523,0,0.4300697617828996,1,2013
2.1,18,-0.046409068586212736,1.9934635666618716,0,0.49497474683058335,1,2004
2.04,11,-0.807839487129244,2.0153675744437636,0,0.6150831429386379,1,2014
2.044,17,-0.13478314590843288,1.9954689314298435,0,0.4957428175742646,1,2014
4.822,4.5,-2.1897940373157385,2.1009220402410382,0,2.273112599254355,1,2003
3.804,4.5,-2.1897940373157385,2.1009220402410382,0,1.7932227970890846,1,2003
2.66,18.75,0.016706855349011448,1.9921021540022417,0,0.6143006864177618,1,2014
4,9.25,-1.0757393021329231,2.026192463029109,0,1.3151918984428583,1,2013
2.81,9.25,-1.0757393021329231,2.026192463029109,0,0.923922308656108,1,2013
2.68,7.75,-1.3492963698169353,2.039513446396408,0,0.9626844188635136,1,2004
3.17,25.25,0.4768838836500751,1.983731002955606,0,0.6308535785931331,1,2013
